Price,Close,High,Low,Open,Volume
Ticker,HPG,HPG,HPG,HPG,HPG
Date,,,,,
2015-02-26,3126.5,3185.3,3100.4,3159.2,9030000
2015-02-27,3074.3,3113.5,3048.2,3113.5,15540000
2015-03-02,3015.6,3074.3,3009,3041.7,8890000
2015-03-03,3074.3,3087.4,3028.6,3028.6,9370000
2015-03-04,3074.3,3100.4,3067.8,3074.3,4530000
2015-03-05,3087.4,3120,3080.8,3080.8,10530000
2015-03-06,3080.8,3087.4,3061.2,3087.4,4150000
2015-03-09,3172.2,3198.3,3093.9,3093.9,15530000
2015-03-10,3133,3198.3,3126.5,3172.2,12930000
2015-03-11,3100.4,3172.2,3100.4,3120,6790000
2015-03-12,3054.7,3100.4,3048.2,3074.3,10490000
2015-03-13,3035.1,3074.3,3028.6,3054.7,6610000
2015-03-16,2943.8,3035.1,2930.7,3035.1,14510000
2015-03-17,2937.2,2996,2937.2,2943.8,8950000
2015-03-18,2911.1,2963.3,2898.1,2956.8,15280000
2015-03-19,2872,2924.2,2839.3,2904.6,17760000
2015-03-20,3022.1,3022.1,2858.9,2872,30600000
2015-03-23,2937.2,3022.1,2937.2,3022.1,15940000
2015-03-24,2891.5,2924.2,2878.5,2904.6,11250000
2015-03-25,2872,2904.6,2865.4,2878.5,10710000
2015-03-26,2865.4,2904.6,2858.9,2865.4,6970000
2015-03-27,2865.4,2891.5,2858.9,2865.4,3540000
2015-03-30,2872,2898.1,2858.9,2878.5,9590000
2015-03-31,2878.5,2891.5,2872,2872,9350000
2015-04-01,2872,2911.1,2865.4,2878.5,8010000
2015-04-02,2878.5,2885,2852.4,2872,6300000
2015-04-03,2930.7,2943.8,2872,2885,14450000
2015-04-06,2898.1,2930.7,2891.5,2924.2,3800000
2015-04-07,2898.1,2924.2,2885,2885,6560000
2015-04-08,2885,2911.1,2885,2911.1,4680000
2015-04-09,2885,2917.6,2885,2885,5560000
2015-04-10,2885,2904.6,2885,2891.5,5440000
2015-04-13,2885,2911.1,2885,2911.1,2810000
2015-04-14,2891.5,2904.6,2885,2885,5900000
2015-04-15,2937.2,2969.9,2898.1,2898.1,17230000
2015-04-16,2930.7,2976.4,2930.7,2950.3,10150000
2015-04-17,2976.4,3035.1,2917.6,2917.6,13730000
2015-04-20,2943.8,2976.4,2937.2,2969.9,5250000
2015-04-21,2943.8,2943.8,2930.7,2943.8,5940000
2015-04-22,2943.8,3009,2943.8,2943.8,8950000
2015-04-23,2904.6,2969.9,2898.1,2950.3,6790000
2015-04-24,2904.6,2917.6,2904.6,2911.1,5190000
2015-04-27,2872,2969.9,2872,2937.2,5520000
2015-05-04,2826.3,2917.6,2806.7,2917.6,14620000
2015-05-05,2885,2917.6,2819.7,2826.3,10730000
2015-05-06,2839.3,2904.6,2839.3,2891.5,13900000
2015-05-07,2858.9,2872,2839.3,2839.3,7560000
2015-05-08,2825.5,2955.8,2825.5,2885.6,5270000
2015-05-11,2775.4,2845.5,2765.4,2815.5,3780000
2015-05-12,2695.3,2815.5,2695.3,2815.5,6380000
2015-05-13,2635.1,2695.3,2605.1,2675.2,12040000
2015-05-14,2685.2,2685.2,2605.1,2615.1,6850000
2015-05-15,2615.1,2685.2,2615.1,2685.2,5170000
2015-05-18,2484.8,2605.1,2484.8,2565,16530000
2015-05-19,2504.9,2524.9,2464.8,2464.8,8010000
2015-05-20,2675.2,2675.2,2504.9,2504.9,8430000
2015-05-21,2675.2,2695.3,2635.1,2675.2,5410000
2015-05-22,2695.3,2695.3,2645.2,2655.2,4660000
2015-05-25,2675.2,2725.3,2645.2,2695.3,1890000
2015-05-26,2725.3,2735.3,2665.2,2695.3,6350000
2015-05-27,2685.2,2725.3,2675.2,2715.3,3860000
2015-05-28,2685.2,2715.3,2655.2,2655.2,3940000
2015-05-29,2665.2,2705.3,2655.2,2685.2,5210000
2015-06-01,2645.2,2675.2,2645.2,2665.2,5070000
2015-06-02,2635.1,2655.2,2625.1,2625.1,8840000
2015-06-03,2565,2645.2,2565,2615.1,13650000
2015-06-04,2575,2595.1,2565,2565,10040000
2015-06-05,2534.9,2585,2514.9,2585,18050000
2015-06-08,2605.1,2615.1,2555,2555,8550000
2015-06-09,2705.3,2785.4,2595.1,2605.1,26010000
2015-06-10,2835.5,2845.5,2755.4,2755.4,29780000
2015-06-11,2885.6,2925.7,2855.6,2895.6,13470000
2015-06-12,2865.6,2915.7,2845.5,2885.6,12430000
2015-06-15,2875.6,2885.6,2845.5,2865.6,15590000
2015-06-16,2895.6,2955.8,2865.6,2885.6,16840000
2015-06-17,2845.5,2885.6,2835.5,2875.6,14740000
2015-06-18,2835.5,2875.6,2815.5,2875.6,8270000
2015-06-19,2755.4,2835.5,2755.4,2825.5,24170000
2015-06-22,2785.4,2795.4,2765.4,2795.4,4890000
2015-06-23,2825.5,2855.6,2775.4,2775.4,7480000
2015-06-24,2795.4,2825.5,2785.4,2795.4,9720000
2015-06-25,2745.4,2795.4,2745.4,2775.4,8369999
2015-06-26,2735.3,2805.5,2725.3,2745.4,6770000
2015-06-29,2805.5,2805.5,2735.3,2735.3,9880000
2015-06-30,2895.6,2895.6,2785.4,2795.4,31960000
2015-07-01,2825.5,2905.7,2805.5,2895.6,10060000
2015-07-02,2865.6,2875.6,2805.5,2825.5,8630000
2015-07-03,2875.6,2905.7,2865.6,2875.6,10000000
2015-07-06,2945.7,2955.8,2875.6,2875.6,17380000
2015-07-07,3015.9,3076,2905.7,2945.7,26640000
2015-07-08,2985.8,3056,2965.8,3015.9,16350000
2015-07-09,2925.7,2975.8,2915.7,2965.8,16870000
2015-07-10,2895.6,2955.8,2895.6,2955.8,12570000
2015-07-13,2875.6,2945.7,2865.6,2905.7,10900000
2015-07-14,2925.7,2975.8,2825.5,2875.6,21400000
2015-07-15,2865.6,2945.7,2865.6,2935.7,8690000
2015-07-16,2965.8,2975.8,2835.5,2855.6,14750000
2015-07-17,3025.9,3096,3015.9,3035.9,24940000
2015-07-20,3056,3056,2965.8,3015.9,12970000
2015-07-21,3146.1,3146.1,3056,3056,25130000
2015-07-22,3356.5,3356.5,3156.2,3156.2,47600000
2015-07-23,3316.5,3416.7,3306.4,3386.6,14920000
2015-07-24,3466.8,3496.8,3316.5,3316.5,30790000
2015-07-27,3567,3597,3506.8,3506.8,22520000
2015-07-28,3436.7,3597,3436.7,3567,18730000
2015-07-29,3346.5,3466.8,3346.5,3406.6,28650000
2015-07-30,3366.6,3416.7,3326.5,3336.5,12710000
2015-07-31,3256.3,3376.6,3256.3,3356.5,21350000
2015-08-03,3256.3,3296.4,3156.2,3206.2,26620000
2015-08-04,3266.4,3336.5,3236.3,3256.3,9290000
2015-08-05,3366.6,3386.6,3296.4,3306.4,9890000
2015-08-06,3326.5,3376.6,3316.5,3376.6,9310000
2015-08-07,3416.7,3436.7,3326.5,3346.5,25180000
2015-08-10,3486.8,3526.9,3446.7,3446.7,20780000
2015-08-11,3456.7,3506.8,3436.7,3506.8,18460000
2015-08-12,3336.5,3436.7,3316.5,3436.7,26920000
2015-08-13,3276.4,3336.5,3216.3,3316.5,23240000
2015-08-14,3266.4,3336.5,3206.2,3266.4,17060000
2015-08-17,3176.2,3286.4,3176.2,3286.4,13370000
2015-08-18,3216.3,3226.3,3146.1,3176.2,13260000
2015-08-19,3186.2,3206.2,3126.1,3196.2,15300000
2015-08-20,3116.1,3206.2,3096,3186.2,11290000
2015-08-21,3025.9,3056,2945.7,3056,23500000
2015-08-24,2815.5,2965.8,2815.5,2965.8,41070000
2015-08-25,3005.9,3005.9,2765.4,2765.4,26050000
2015-08-26,3156.2,3186.2,3045.9,3045.9,17650000
2015-08-27,3136.1,3196.2,3116.1,3156.2,21000000
2015-08-28,3166.2,3206.2,3126.1,3136.1,21940000
2015-08-31,3116.1,3156.2,3106.1,3156.2,9510000
2015-09-01,3116.1,3166.2,3106.1,3116.1,13520000
2015-09-03,3015.9,3106.1,2985.8,3106.1,13240000
2015-09-04,2975.8,3045.9,2955.8,3015.9,7740000
2015-09-07,2925.7,2985.8,2915.7,2945.7,8350000
2015-09-08,3025.9,3025.9,2925.7,2935.7,7600000
2015-09-09,3076,3086,3035.9,3066,13300000
2015-09-10,3045.9,3076,3005.9,3035.9,6510000
2015-09-11,2975.8,3045.9,2975.8,3035.9,8210000
2015-09-14,2935.7,2995.8,2915.7,2975.8,5540000
2015-09-15,2925.7,2945.7,2915.7,2925.7,4470000
2015-09-16,2975.8,2975.8,2925.7,2935.7,3320000
2015-09-17,3005.9,3045.9,2985.8,2985.8,5670000
2015-09-18,3086,3096,3045.9,3056,14850000
2015-09-21,3176.2,3236.3,3045.9,3076,20080000
2015-09-22,3186.2,3206.2,3156.2,3176.2,7330000
2015-09-23,3166.2,3186.2,3136.1,3156.2,9920000
2015-09-24,3146.1,3176.2,3136.1,3176.2,9430000
2015-09-25,3116.1,3146.1,3106.1,3126.1,4720000
2015-09-28,3025.9,3126.1,3025.9,3106.1,9370000
2015-09-29,3015.9,3015.9,2975.8,3005.9,9380000
2015-09-30,3045.9,3076,3025.9,3025.9,5170000
2015-10-01,3076,3076,3045.9,3045.9,2830000
2015-10-02,3096,3136.1,3076,3076,8420000
2015-10-05,3146.1,3146.1,3086,3096,12120000
2015-10-06,3206.2,3216.3,3156.2,3176.2,29910000
2015-10-07,3156.2,3216.3,3146.1,3216.3,14090000
2015-10-08,3226.3,3236.3,3146.1,3166.2,17900000
2015-10-09,3246.3,3286.4,3216.3,3246.3,14820000
2015-10-12,3286.4,3306.4,3246.3,3256.3,18790000
2015-10-13,3246.3,3276.4,3246.3,3266.4,8420000
2015-10-14,3236.3,3266.4,3236.3,3246.3,11220000
2015-10-15,3236.3,3336.5,3236.3,3246.3,23710000
2015-10-16,3206.2,3286.4,3196.2,3256.3,21850000
2015-10-19,3206.2,3226.3,3186.2,3226.3,16010000
2015-10-20,3146.1,3206.2,3136.1,3206.2,16110000
2015-10-21,3126.1,3186.2,3116.1,3146.1,10570000
2015-10-22,3146.1,3156.2,3116.1,3116.1,8220000
2015-10-23,3186.2,3206.2,3166.2,3206.2,9790000
2015-10-26,3196.2,3246.3,3196.2,3196.2,12790000
2015-10-27,3176.2,3206.2,3166.2,3196.2,7800000
2015-10-28,3146.1,3186.2,3146.1,3176.2,9200000
2015-10-29,3156.2,3186.2,3146.1,3156.2,13790000
2015-10-30,3156.2,3176.2,3146.1,3156.2,9760000
2015-11-02,3126.1,3156.2,3106.1,3156.2,11200000
2015-11-03,3156.2,3156.2,3096,3126.1,8720000
2015-11-04,3116.1,3166.2,3096,3166.2,10600000
2015-11-05,3106.1,3136.1,3106.1,3116.1,6070000
2015-11-06,3106.1,3136.1,3086,3106.1,8630000
2015-11-09,3076,3116.1,3076,3086,5180000
2015-11-10,3056,3086,3045.9,3076,6280000
2015-11-11,3035.9,3066,3035.9,3056,6810000
2015-11-12,3015.9,3045.9,2985.8,3035.9,13110000
2015-11-13,3015.9,3025.9,2995.8,3015.9,12180000
2015-11-16,2965.8,3025.9,2965.8,3025.9,11350000
2015-11-17,3025.9,3056,2965.8,2965.8,18780000
2015-11-18,3015.9,3045.9,3005.9,3035.9,5560000
2015-11-19,2985.8,3015.9,2985.8,3015.9,4070000
2015-11-20,2995.8,3015.9,2965.8,2975.8,7580000
2015-11-23,3025.9,3035.9,3005.9,3005.9,9010000
2015-11-24,3015.9,3045.9,3015.9,3025.9,10230000
2015-11-25,3116.1,3116.1,2995.8,3015.9,20450000
2015-11-26,3176.2,3206.2,3126.1,3146.1,26290000
2015-11-27,3136.1,3216.3,3136.1,3186.2,31580000
2015-11-30,3056,3106.1,3045.9,3106.1,10700000
2015-12-01,3035.9,3076,3035.9,3066,9710000
2015-12-02,3066,3076,3035.9,3035.9,12510000
2015-12-03,3066,3096,3056,3066,6140000
2015-12-04,3035.9,3066,3015.9,3066,7620000
2015-12-07,2995.8,3035.9,2985.8,3015.9,6450000
2015-12-08,3035.9,3045.9,2965.8,2975.8,7240000
2015-12-09,2985.8,3045.9,2985.8,3035.9,4950000
2015-12-10,2945.7,3005.9,2945.7,2975.8,9970000
2015-12-11,2985.8,2995.8,2945.7,2955.8,7920000
2015-12-14,3066,3106.1,3066,3106.1,14720000
2015-12-15,3066,3086,3056,3056,13050000
2015-12-16,3056,3076,3056,3076,7030000
2015-12-17,3045.9,3066,3035.9,3056,6010000
2015-12-18,3045.9,3076,3025.9,3045.9,88790000
2015-12-21,3005.9,3025.9,2985.8,3025.9,8220000
2015-12-22,2975.8,2995.8,2965.8,2995.8,4059999
2015-12-23,2955.8,2985.8,2945.7,2985.8,6200000
2015-12-24,2955.8,2985.8,2955.8,2955.8,2150000
2015-12-25,2955.8,2975.8,2945.7,2955.8,3760000
2015-12-28,2895.6,2965.8,2895.6,2955.8,9340000
2015-12-29,2895.6,2915.7,2875.6,2905.7,4350000
2015-12-30,2935.7,2955.8,2905.7,2925.7,6080000
2015-12-31,2925.7,2935.7,2895.6,2935.7,3640000
2016-01-04,2885.6,2935.7,2885.6,2915.7,3770000
2016-01-05,2855.6,2895.6,2855.6,2875.6,5860000
2016-01-06,2905.7,2905.7,2855.6,2855.6,6140000
2016-01-07,2825.5,2875.6,2815.5,2865.6,9600000
2016-01-08,2775.4,2815.5,2755.4,2775.4,8060000
2016-01-11,2775.4,2795.4,2765.4,2795.4,4550000
2016-01-12,2805.5,2815.5,2765.4,2765.4,3200000
2016-01-13,2755.4,2815.5,2755.4,2815.5,6390000
2016-01-14,2655.2,2745.4,2645.2,2745.4,13800000
2016-01-15,2555,2665.2,2534.9,2655.2,20500000
2016-01-18,2484.8,2494.9,2394.7,2414.7,27020000
2016-01-19,2524.9,2555,2484.8,2494.9,23000000
2016-01-20,2524.9,2555,2474.8,2514.9,18540000
2016-01-21,2555,2555,2484.8,2484.8,18810000
2016-01-22,2565,2595.1,2534.9,2565,25680000
2016-01-25,2725.3,2735.3,2605.1,2605.1,11550000
2016-01-26,2645.2,2715.3,2635.1,2655.2,12120000
2016-01-27,2685.2,2705.3,2665.2,2675.2,11360000
2016-01-28,2655.2,2725.3,2655.2,2695.3,7250000
2016-01-29,2755.4,2755.4,2655.2,2675.2,8020000
2016-02-01,2675.2,2805.5,2675.2,2755.4,7980000
2016-02-02,2685.2,2695.3,2645.2,2655.2,2700000
2016-02-03,2685.2,2695.3,2635.1,2645.2,11490000
2016-02-04,2705.3,2715.3,2695.3,2695.3,1650000
2016-02-05,2705.3,2725.3,2685.2,2705.3,1450000
2016-02-15,2645.2,2705.3,2605.1,2705.3,9640000
2016-02-16,2675.2,2685.2,2645.2,2645.2,4570000
2016-02-17,2675.2,2685.2,2655.2,2655.2,5640000
2016-02-18,2685.2,2715.3,2685.2,2685.2,4690000
2016-02-19,2705.3,2715.3,2685.2,2685.2,6570000
2016-02-22,2725.3,2775.4,2695.3,2695.3,10170000
2016-02-23,2725.3,2795.4,2725.3,2795.4,7530000
2016-02-24,2725.3,2735.3,2685.2,2725.3,6240000
2016-02-25,2735.3,2795.4,2725.3,2735.3,8780000
2016-02-26,2845.5,2845.5,2735.3,2745.4,17360000
2016-02-29,2795.4,2885.6,2795.4,2885.6,8780000
2016-03-01,2745.4,2795.4,2735.3,2795.4,8990000
2016-03-02,2725.3,2765.4,2685.2,2755.4,15070000
2016-03-03,2705.3,2755.4,2705.3,2745.4,6870000
2016-03-04,2755.4,2775.4,2695.3,2715.3,7070000
2016-03-07,2785.4,2815.5,2755.4,2765.4,20520000
2016-03-08,2895.6,2935.7,2825.5,2825.5,63090000
2016-03-09,2855.6,2955.8,2855.6,2905.7,24910000
2016-03-10,2865.6,2875.6,2845.5,2865.6,11610000
2016-03-11,2885.6,2915.7,2855.6,2875.6,19990000
2016-03-14,3005.9,3025.9,2905.7,2905.7,36080000
2016-03-15,3005.9,3056,2975.8,3025.9,25140000
2016-03-16,2995.8,3025.9,2985.8,3025.9,15240000
2016-03-17,3005.9,3045.9,2995.8,3025.9,19580000
2016-03-18,2975.8,3015.9,2975.8,3015.9,24090000
2016-03-21,2985.8,3035.9,2985.8,2995.8,14100000
2016-03-22,2955.8,2995.8,2955.8,2995.8,14940000
2016-03-23,2935.7,2975.8,2915.7,2935.7,14690000
2016-03-24,2885.6,2965.8,2885.6,2925.7,16399999
2016-03-25,2905.7,2925.7,2875.6,2885.6,15890000
2016-03-28,2995.8,2995.8,2915.7,2915.7,10950000
2016-03-29,2985.8,3045.9,2985.8,3005.9,19060000
2016-03-30,2955.8,2995.8,2955.8,2975.8,14720000
2016-03-31,2955.8,3025.9,2945.7,2955.8,22940000
2016-04-01,2905.7,2965.8,2885.6,2955.8,14200000
2016-04-04,2925.7,2955.8,2895.6,2905.7,9200000
2016-04-05,2935.7,2945.7,2915.7,2925.7,5000000
2016-04-06,3025.9,3025.9,2935.7,2935.7,18220000
2016-04-07,3015.9,3076,3015.9,3045.9,25180000
2016-04-08,3086,3116.1,3005.9,3015.9,66000000
2016-04-11,3156.2,3176.2,3116.1,3116.1,47150000
2016-04-12,3176.2,3186.2,3146.1,3156.2,26570000
2016-04-13,3116.1,3176.2,3096,3176.2,28960000
2016-04-14,3146.1,3186.2,3116.1,3116.1,19970000
2016-04-15,3136.1,3196.2,3136.1,3166.2,25490000
2016-04-19,3096,3146.1,3096,3146.1,28410000
2016-04-20,3126.1,3156.2,3086,3126.1,26230000
2016-04-21,3156.2,3206.2,3146.1,3146.1,34220000
2016-04-22,3276.4,3286.4,3156.2,3166.2,40340000
2016-04-25,3306.4,3356.5,3296.4,3306.4,28400000
2016-04-26,3306.4,3346.5,3256.3,3286.4,28150000
2016-04-27,3276.4,3306.4,3246.3,3306.4,21640000
2016-04-28,3256.3,3286.4,3226.3,3266.4,15560000
2016-04-29,3356.5,3356.5,3246.3,3246.3,32210000
2016-05-04,3506.8,3546.9,3386.6,3396.6,59700000
2016-05-05,3506.8,3687.2,3456.7,3516.9,73720000
2016-05-06,3406.6,3496.8,3396.6,3466.8,38210000
2016-05-09,3396.6,3476.8,3396.6,3446.7,32210000
2016-05-10,3356.5,3406.6,3336.5,3356.5,46050000
2016-05-11,3456.7,3456.7,3396.6,3406.6,23280000
2016-05-12,3406.6,3476.8,3406.6,3466.8,16250000
2016-05-13,3336.5,3396.6,3316.5,3386.6,35990000
2016-05-16,3326.5,3336.5,3296.4,3326.5,21060000
2016-05-17,3366.6,3386.6,3336.5,3336.5,12490000
2016-05-18,3316.5,3376.6,3316.5,3376.6,16530000
2016-05-19,3326.5,3366.6,3306.4,3316.5,16090000
2016-05-20,3326.5,3336.5,3306.4,3326.5,13300000
2016-05-23,3376.6,3396.6,3316.5,3326.5,10720000
2016-05-24,3376.6,3416.7,3356.5,3366.6,14230000
2016-05-25,3376.6,3426.7,3366.6,3386.6,17180000
2016-05-26,3326.5,3386.6,3326.5,3366.6,17260000
2016-05-27,3336.5,3356.5,3306.4,3316.5,14870000
2016-05-30,3386.6,3406.6,3346.5,3346.5,29580000
2016-05-31,3386.6,3426.7,3376.6,3406.6,32580000
2016-06-01,3446.7,3496.8,3366.6,3386.6,52990000
2016-06-02,3526.9,3536.9,3426.7,3446.7,48650000
2016-06-03,3567,3597,3536.9,3567,60240000
2016-06-06,3546.9,3677.2,3536.9,3587,69100000
2016-06-07,3637.1,3637.1,3556.9,3556.9,28410000
2016-06-08,3697.2,3747.3,3657.1,3677.2,34720000
2016-06-09,3677.2,3727.3,3657.1,3727.3,27650000
2016-06-10,3707.2,3757.3,3677.2,3687.2,22740000
2016-06-13,3657.1,3697.2,3637.1,3697.2,27300000
2016-06-14,3797.4,3797.4,3627.1,3647.1,32100000
2016-06-15,3807.4,3877.6,3767.3,3797.4,19850000
2016-06-16,3817.4,3877.6,3807.4,3807.4,26230000
2016-06-17,3747.3,3837.5,3747.3,3797.4,52760000
2016-06-20,3847.5,3847.5,3777.4,3807.4,15360000
2016-06-21,3927.7,3977.8,3887.6,3887.6,33660000
2016-06-22,3967.7,3997.8,3907.6,3927.7,21310000
2016-06-23,4017.8,4037.9,3957.7,3957.7,37480000
2016-06-24,3887.6,4007.8,3737.3,3997.8,113530000
2016-06-27,3907.6,3907.6,3777.4,3837.5,29890000
2016-06-28,3877.6,3937.7,3857.5,3867.5,17060000
2016-06-29,3937.7,3977.8,3877.6,3887.6,41550000
2016-06-30,3967.7,4037.9,3957.7,3987.8,32049999
2016-07-01,3987.8,4047.9,3977.8,3987.8,52750000
2016-07-04,3997.8,4027.8,3977.8,4007.8,38770000
2016-07-05,4027.8,4088,4017.8,4037.9,45940000
2016-07-06,4108,4108,3987.8,4017.8,46210000
2016-07-07,4288.4,4308.4,4158.1,4198.2,34310000
2016-07-08,4278.3,4328.4,4198.2,4308.4,53640000
2016-07-11,4057.9,4298.4,4057.9,4278.3,48130000
2016-07-12,4118,4148.1,4027.8,4088,51710000
2016-07-13,4168.1,4208.2,4158.1,4158.1,34920000
2016-07-14,4027.8,4188.2,4027.8,4178.1,47930000
2016-07-15,4067.9,4077.9,3937.7,4017.8,34740000
2016-07-18,4238.3,4288.4,4057.9,4067.9,55800000
2016-07-19,4208.2,4308.4,4108,4308.4,41410000
2016-07-20,4118,4228.2,4118,4198.2,25430000
2016-07-21,4128,4188.2,4108,4128,26890000
2016-07-22,4027.8,4108,3907.6,4108,48390000
2016-07-25,4098,4138.1,4017.8,4067.9,35110000
2016-07-26,4238.3,4238.3,4077.9,4098,46510000
2016-07-27,4328.4,4348.5,4248.3,4308.4,68140000
2016-07-28,4468.7,4488.7,4338.5,4338.5,55020000
2016-07-29,4458.7,4488.7,4408.6,4478.7,57700000
2016-08-01,4418.6,4468.7,4358.5,4468.7,43370000
2016-08-02,4278.3,4388.6,4278.3,4368.5,59380000
2016-08-03,4328.4,4328.4,4248.3,4258.3,28440000
2016-08-04,4268.3,4378.5,4268.3,4368.5,28730000
2016-08-05,4318.4,4318.4,4228.2,4258.3,44690000
2016-08-08,4288.4,4358.5,4278.3,4328.4,18450000
2016-08-09,4338.5,4338.5,4278.3,4278.3,21920000
2016-08-10,4538.8,4609,4358.5,4358.5,53170000
2016-08-11,4609,4629,4538.8,4538.8,36650000
2016-08-12,4588.9,4729.2,4578.9,4709.2,42540000
2016-08-15,4639,4639,4568.9,4588.9,42630000
2016-08-16,4709.2,4769.3,4659.1,4679.1,33540000
2016-08-17,4869.5,4909.6,4719.2,4719.2,43820000
2016-08-18,4889.5,4979.7,4869.5,4919.6,38370000
2016-08-19,4829.4,4929.6,4829.4,4899.5,34090000
2016-08-22,4859.5,4879.5,4809.4,4819.4,25630000
2016-08-23,4939.6,4939.6,4849.5,4849.5,32830000
2016-08-24,4909.6,5059.9,4899.5,4979.7,54170000
2016-08-25,5111.1,5111.1,5016,5039.8,47560000
2016-08-26,5063.6,5123,5051.7,5111.1,18680000
2016-08-29,4932.8,5075.5,4932.8,5051.7,39850000
2016-08-30,4980.4,4992.3,4861.5,4897.2,24880000
2016-08-31,5087.3,5099.2,5016,5027.9,24510000
2016-09-01,5039.8,5087.3,5016,5087.3,18510000
2016-09-05,4992.3,5075.5,4980.4,5063.6,29390000
2016-09-06,5027.9,5075.5,5004.1,5016,27180000
2016-09-07,5230,5230,4980.4,5027.9,36710000
2016-09-08,5337,5372.6,5182.4,5230,44920000
2016-09-09,5265.6,5348.8,5241.9,5337,24140000
2016-09-12,5111.1,5218.1,5105.2,5212.2,26020000
2016-09-13,5194.3,5241.9,5111.1,5111.1,27650000
2016-09-14,5182.4,5224,5152.7,5152.7,11620000
2016-09-15,5253.8,5289.4,5158.7,5158.7,24470000
2016-09-16,5289.4,5313.2,5235.9,5253.8,73170000
2016-09-19,5420.2,5461.8,5337,5348.8,34950000
2016-09-20,5402.3,5432,5342.9,5384.5,24550000
2016-09-21,5420.2,5491.5,5348.8,5396.4,24290000
2016-09-22,5491.5,5550.9,5432,5479.6,34940000
2016-09-23,5455.8,5515.3,5455.8,5491.5,24850000
2016-09-26,5461.8,5497.4,5366.7,5443.9,23300000
2016-09-27,5497.4,5509.3,5443.9,5455.8,28140000
2016-09-28,5550.9,5586.6,5497.4,5527.1,26980000
2016-09-29,5515.3,5586.6,5491.5,5550.9,27930000
2016-09-30,5432,5527.1,5420.2,5473.7,57190000
2016-10-03,5289.4,5467.7,5289.4,5432,54280000
2016-10-04,5224,5325.1,5123,5253.8,102090000
2016-10-05,5182.4,5253.8,5176.5,5230,40480000
2016-10-06,5099.2,5194.3,5057.6,5170.6,45740000
2016-10-07,4885.3,5146.8,4814,5099.2,98020000
2016-10-10,4659.4,4885.3,4659.4,4873.4,48090000
2016-10-11,4980.4,4980.4,4671.3,4671.3,71470000
2016-10-12,4849.6,5063.6,4825.8,5016,50970000
2016-10-13,4909.1,4938.8,4718.9,4778.3,38380000
2016-10-14,4802.1,4956.6,4802.1,4873.4,35450000
2016-10-17,4730.8,4849.6,4730.8,4778.3,22100000
2016-10-18,4837.7,4843.7,4707,4707,31910000
2016-10-19,4903.1,4980.4,4843.7,4873.4,29380000
2016-10-20,4891.2,4944.7,4861.5,4920.9,12940000
2016-10-21,4873.4,4920.9,4861.5,4885.3,17980000
2016-10-24,4778.3,4897.2,4778.3,4873.4,23320000
2016-10-25,4707,4790.2,4665.4,4778.3,27350000
2016-10-26,4701,4748.6,4641.6,4707,20680000
2016-10-27,4701,4724.8,4665.4,4707,13240000
2016-10-28,4849.6,4885.3,4701,4701,27690000
2016-10-31,4843.7,4885.3,4778.3,4885.3,17970000
2016-11-01,4802.1,4891.2,4802.1,4814,12320000
2016-11-02,4695.1,4802.1,4695.1,4802.1,22770000
2016-11-03,4671.3,4695.1,4617.8,4695.1,27700000
2016-11-04,4707,4730.8,4683.2,4695.1,12330000
2016-11-07,4885.3,4897.2,4718.9,4748.6,33420000
2016-11-08,4932.8,4968.5,4897.2,4909.1,37850000
2016-11-09,4867.4,4932.8,4695.1,4932.8,76290000
2016-11-10,4932.8,4974.4,4926.9,4968.5,30830000
2016-11-11,4867.4,4920.9,4849.6,4897.2,27630000
2016-11-14,4897.2,4920.9,4843.7,4849.6,32340000
2016-11-15,4992.3,5027.9,4897.2,4897.2,37200000
2016-11-16,5004.1,5069.5,4980.4,4992.3,34250000
2016-11-17,4968.5,5045.7,4956.6,4992.3,24760000
2016-11-18,4909.1,4998.2,4897.2,4956.6,25140000
2016-11-21,4992.3,4992.3,4885.3,4920.9,26780000
2016-11-22,4980.4,5045.7,4968.5,5039.8,24430000
2016-11-23,4950.7,5027.9,4944.7,4980.4,17880000
2016-11-24,4956.6,5022,4944.7,4968.5,20450000
2016-11-25,4962.5,5016,4944.7,4992.3,26260000
2016-11-28,4837.7,4962.5,4814,4956.6,24760000
2016-11-29,4796.1,4861.5,4778.3,4837.7,23650000
2016-11-30,5004.1,5051.7,4778.3,4784.2,49770000
2016-12-01,4962.5,5051.7,4962.5,5027.9,35600000
2016-12-02,5016,5033.9,4968.5,4980.4,38660000
2016-12-05,5039.8,5117.1,5016,5027.9,49470000
2016-12-06,4861.5,5063.6,4825.8,5051.7,40180000
2016-12-07,4855.6,4920.9,4849.6,4861.5,24220000
2016-12-08,4861.5,4920.9,4855.6,4867.4,15500000
2016-12-09,4861.5,4915,4849.6,4861.5,20800000
2016-12-12,4837.7,4861.5,4814,4855.6,19560000
2016-12-13,4819.9,4855.6,4790.2,4837.7,21780000
2016-12-14,4950.7,4968.5,4819.9,4819.9,21350000
2016-12-15,4909.1,4956.6,4885.3,4944.7,14840000
2016-12-16,4968.5,5004.1,4897.2,4897.2,29900000
2016-12-19,4932.8,5010.1,4915,4968.5,19700000
2016-12-20,4909.1,4962.5,4903.1,4932.8,10640000
2016-12-21,4980.4,5010.1,4920.9,4932.8,19500000
2016-12-22,5051.7,5134.9,4992.3,5004.1,49660000
2016-12-23,5105.2,5134.9,5004.1,5051.7,34600000
